Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
0310,東吳大學,社會學系,國x1.50 英x1.50 數乙x1.00 公x1.50,47,311.05,---,---,---,---,---,---
0311,東吳大學,社會工作學系,國x1.50 英x1.50 數乙x1.00 公x1.50,41,288.85,---,317.92,---,---,---,---
0312,東吳大學,音樂學系-聲樂.弦樂.理論作曲,國x1.00 英x1.00 術x2.00,12,233.83,---,---,---,---,---,---
0313,東吳大學,音樂學系-銅管樂.木管樂.擊樂,國x1.00 英x1.00 術x2.00,9,217.46,---,---,---,---,---,---
0314,東吳大學,英文學系,國x1.50 英x2.00 數乙x1.00,66,266.30,---,---,---,---,---,---
0315,東吳大學,日本語文學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,65,368.75,---,374.42,---,---,---,---
0316,東吳大學,德國文化學系,國x1.50 英x2.00 歷x1.50,31,314.55,---,---,---,---,---,---
0317,東吳大學,數學系,國x1.50 英x1.50 數甲x2.00,22,170.23,---,181.08,---,---,---,---
0320,東吳大學,物理學系,英x1.00 數甲x1.50 物x2.00,18,117.10,---,---,---,---,---,---
0321,東吳大學,化學系,英x1.00 數甲x1.50 物x1.50 化x2.00,27,145.45,---,---,---,---,---,---
0322,東吳大學,微生物學系,國x1.00 英x2.00 化x1.50 生x2.00,13,306.40,---,---,---,---,---,---
0323,東吳大學,心理學系,國x1.00 英x2.00 數甲x1.50,32,229.40,---,---,---,---,---,---
0324,東吳大學,法律學系,國x1.00 英x1.50 數乙x1.00 歷x1.00 公x1.00,84,417.13,---,---,---,---,---,---
0325,東吳大學,經濟學系,國x1.50 英x2.00 數乙x2.00,67,357.20,---,---,---,---,---,---
0326,東吳大學,會計學系,國x1.00 英x1.50 數乙x1.50,79,290.83,---,---,---,---,---,---
0327,東吳大學,企業管理學系,國x1.00 英x1.50 數乙x1.50,55,257.00,---,---,---,---,---,---
0330,東吳大學,國際經營與貿易學系,國x1.00 英x2.00 數乙x1.50,57,314.80,---,---,---,---,---,---
0331,東吳大學,財務工程與精算數學系,國x1.00 英x1.00 數乙x2.00,70,268.70,---,---,---,---,---,---
0332,東吳大學,資訊管理學系,國x1.00 英x1.50 數乙x2.00,42,285.75,---,---,---,---,---,---
0333,東吳大學,資料科學系,國x1.50 英x1.50 數乙x2.00,22,313.08,---,---,---,---,---,---
0334,國立政治大學,中國文學系,國x1.50 英x1.25 數乙x1.00 歷x1.00,31,369.64,---,---,---,---,---,---
0335,國立政治大學,歷史學系,國x1.00 英x1.00 數乙x1.00 歷x1.50 地x1.00,23,440.70,國文77.20,---,---,---,---,---
0336,國立政治大學,哲學系,國x1.25 英x1.25 數乙x1.25 歷x1.00 公x1.00,23,443.53,---,446.66,---,---,---,---
0337,國立政治大學,教育學系,國x1.00 英x2.00 數乙x1.00,24,320.90,"英文87.25國文68.80",---,---,---,---,---
0340,國立政治大學,政治學系,國x1.50 英x1.50 數乙x1.25 公x1.00,26,412.90,---,---,---,---,---,---
0341,國立政治大學,社會學系,國x1.50 英x1.50 數乙x1.50 公x1.00,17,431.43,---,---,---,---,---,---
0342,國立政治大學,財政學系,國x1.00 英x1.50 數乙x1.50,39,332.75,---,---,---,---,---,---
0343,國立政治大學,公共行政學系,國x1.00 英x1.50 數乙x1.25 公x1.25,25,396.28,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
0345,國立政治大學,地政學系土地管理組,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,18,527.70,---,---,---,---,---,---
0346,國立政治大學,地政學系土地測量與資訊組,國x1.25 英x1.50 數甲x2.00 物x1.00 化x1.00,15,426.35,---,---,---,---,---,---
0347,國立政治大學,經濟學系,國x1.00 英x1.50 數乙x2.00,54,377.75,---,---,---,382.69,---,---
0350,國立政治大學,民族學系,國x1.00 英x1.00 歷x1.25 地x1.25 公x1.50,16,480.18,---,---,---,---,---,---
0351,國立政治大學,外交學系,國x1.50 英x1.75 數乙x1.25 歷x1.00 地x1.00,24,531.81,---,---,---,---,---,---
0352,國立政治大學,國際經營與貿易學系,國x1.50 英x2.00 數乙x2.00,43,469.60,英文91.00,---,---,---,---,---
0353,國立政治大學,金融學系社會組,國x1.00 英x1.50 數乙x2.00,9,398.85,---,---,---,---,---,---
0354,國立政治大學,金融學系自然組,國x1.00 英x1.50 數甲x2.00,9,344.75,---,358.17,---,---,---,---
0355,國立政治大學,會計學系,國x1.50 英x2.00 數乙x2.00 歷x1.00 地x1.00,52,627.90,英文90.25,---,---,---,---,---
0356,國立政治大學,統計學系社會組,國x1.50 英x1.50 數乙x2.00 歷x1.00 地x1.00,19,579.85,---,---,---,---,---,---
0357,國立政治大學,統計學系自然組,國x1.50 英x1.50 數甲x2.00 物x1.00 化x1.00,10,473.75,---,---,---,---,---,---
0360,國立政治大學,企業管理學系,國x1.00 英x2.00 數乙x2.00,58,421.90,---,---,---,---,---,---
0361,國立政治大學,資訊管理學系社會組,國x1.00 英x2.00 數乙x2.00,25,422.50,---,---,---,---,---,---
0362,國立政治大學,資訊管理學系自然組,國x1.00 英x2.00 數甲x2.00,26,368.50,---,---,---,---,---,---
0363,國立政治大學,財務管理學系,國x1.00 英x1.50 數乙x2.00,21,399.08,---,---,---,---,---,---
0364,國立政治大學,風險管理與保險學系,國x1.00 英x1.50 數乙x1.50,33,332.63,---,---,---,---,---,---
0365,國立政治大學,傳播學院大一大二不分系社會組,國x1.50 英x1.50 數乙x1.00 歷x1.00 公x1.00,71,475.68,---,482.80,489.89,---,---,---
0366,國立政治大學,傳播學院大一大二不分系自然組,國x1.00 英x1.50 數甲x1.50,5,290.58,---,---,---,---,---,---
0367,國立政治大學,英國語文學系,國x1.50 英x2.00 數乙x1.00 歷x1.00 地x1.00,42,523.90,---,528.81,---,---,---,---
0370,國立政治大學,阿拉伯語文學系,國x1.50 英x1.50 數乙x1.00 歷x1.25 地x1.00,26,486.90,---,---,---,---,---,---
0371,國立政治大學,斯拉夫語文學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,24,471.05,---,---,---,---,---,---
0372,國立政治大學,日本語文學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,14,486.05,---,---,---,---,---,---
0373,國立政治大學,韓國語文學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,13,478.63,---,---,---,---,---,---
0374,國立政治大學,土耳其語文學系,國x2.00 英x2.00 數乙x1.00 歷x1.00 地x1.00,13,544.00,---,---,---,---,---,---
0375,國立政治大學,歐洲語文學系法文組,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,10,480.38,---,---,---,---,---,---
0376,國立政治大學,歐洲語文學系德文組,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,14,484.65,---,576.56,---,---,---,---
0377,國立政治大學,歐洲語文學系西班牙文組,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,14,479.80,---,---,---,---,---,---
0400,國立政治大學,東南亞語言與文化學士學位學程越文組,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,14,465.10,---,---,---,---,---,---
0401,國立政治大學,東南亞語言與文化學士學位學程泰文組,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,7,462.83,---,---,---,---,---,---
0402,國立政治大學,"東南亞語言與文化學士學位學程印尼文組",國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,7,460.83,---,---,---,---,---,---
0403,國立政治大學,法律學系,國x1.00 英x2.00 數乙x1.00 歷x1.00 公x1.00,76,500.90,---,510.18,---,---,---,---
0404,國立政治大學,應用數學系,國x1.00 英x1.00 數甲x2.00 物x1.00 化x1.00,16,382.70,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
0406,國立政治大學,資訊科學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,21,343.75,數學甲57.20,---,---,---,---,---
0407,國立政治大學,資訊科學系(人工智慧組),國x1.00 英x1.50 數甲x1.50 物x1.00,8,354.23,---,---,---,---,---,---
0410,高雄醫學大學,醫學系(自費),英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,42,418.35,---,484.25,431.39,---,---,---
0411,高雄醫學大學,醫學系(公費),英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,3,409.25,---,---,---,---,---,---
0412,高雄醫學大學,運動醫學系,國x1.00 英x1.25 物x1.00 化x1.25 生x1.50,17,307.43,---,336.11,---,---,---,---
0413,高雄醫學大學,呼吸治療學系,英x1.25 數甲x1.00 物x1.00 化x1.25 生x1.25,29,315.56,---,---,---,---,---,---
0414,高雄醫學大學,牙醫學系,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,34,410.50,---,---,---,---,---,---
0415,高雄醫學大學,口腔衛生學系,國x1.50 英x1.25 數甲x1.00 化x1.00 生x1.50,23,315.01,---,324.60,---,---,---,---
0416,高雄醫學大學,藥學系,國x1.00 英x1.00 物x1.00 化x1.25 生x1.25,52,439.10,---,---,---,---,---,---
0417,高雄醫學大學,香粧品學系,國x1.00 英x2.00 數甲x1.00 化x1.50 生x1.50,20,339.60,---,414.80,---,---,---,---
0420,高雄醫學大學,護理學系,國x1.25 英x2.00 數甲x1.00 生x2.00,35,356.40,---,---,---,---,---,---
0421,高雄醫學大學,醫學檢驗生物技術學系,國x1.00 英x1.00 數甲x1.00 化x1.00 生x1.00,28,327.35,---,333.79,---,---,---,---
0422,高雄醫學大學,醫學影像暨放射科學系,英x1.00 數甲x1.00 物x1.50 化x1.25 生x1.25,16,339.35,---,---,---,---,---,---
0423,高雄醫學大學,公共衛生學系,國x1.00 英x2.00 數甲x2.00 化x1.00 生x1.75,19,416.43,---,---,---,---,---,---
0424,高雄醫學大學,職能治療學系,國x1.50 英x1.50 物x1.00 生x1.50,13,398.25,---,---,---,---,---,---
0425,高雄醫學大學,物理治療學系,國x1.00 英x2.00 數甲x1.50 物x1.00 生x1.50,14,495.40,英文93.00,---,---,---,---,---
0426,高雄醫學大學,醫務管理暨醫療資訊學系,國x1.50 英x2.00 數甲x2.00,22,259.10,---,---,---,---,---,---
0427,高雄醫學大學,生命科學院學士班,英x1.00 化x1.00 生x1.00,6,179.10,---,---,---,---,---,---
0430,高雄醫學大學,醫藥暨應用化學系醫藥化學組,英x1.50 數甲x1.50 化x1.50 生x1.00,22,327.38,---,---,---,---,---,---
0431,高雄醫學大學,醫藥暨應用化學系應用化學組,英x1.50 數甲x1.50 物x1.00 化x1.50,21,280.10,---,---,---,---,---,---
0432,高雄醫學大學,生物醫學暨環境生物學系,國x1.00 英x1.50 數甲x1.00 化x1.25 生x1.50,18,331.73,生物60.60,---,---,---,---,---
0433,高雄醫學大學,生物科技學系,國x1.00 英x1.25 數甲x1.00 化x1.25 生x1.75,15,361.08,---,---,---,---,---,---
0434,高雄醫學大學,心理學系,國x2.00 英x2.00 數甲x1.50 生x1.00,20,417.10,---,---,---,---,---,---
0435,高雄醫學大學,醫學社會學與社會工作學系,國x2.00 英x2.00 數乙x1.50 歷x1.00 公x1.00,18,431.10,國文53.60,---,---,---,---,---
0436,中原大學,應用數學系,國x1.25 英x1.25 數甲x2.00,17,177.86,---,---,---,---,---,---
0437,中原大學,物理學系物理組,英x1.00 數甲x1.50 物x2.00,12,155.05,---,---,---,---,---,---
0440,中原大學,物理學系光電與材料科學組,英x1.00 數甲x1.50 物x2.00,14,143.60,---,---,---,---,---,---
0441,中原大學,化學系化學組,英x1.00 數甲x1.50 物x1.50 化x2.00,7,275.95,---,---,---,---,---,---
0442,中原大學,化學系材料化學組,英x1.00 數甲x1.50 物x1.50 化x2.00,11,256.50,---,---,---,---,---,---
0443,中原大學,心理學系,國x1.50 英x2.00 數甲x2.00,17,273.80,---,---,---,---,---,---
0444,中原大學,生物科技學系,英x1.75 化x2.00 生x2.00,20,233.31,---,---,---,---,---,---
0445,中原大學,化學工程學系綠能製程組,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,10,213.70,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
0447,中原大學,化學工程學系材料工程組,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,11,269.10,---,---,---,---,---,---
0450,中原大學,土木工程學系,國x2.00 英x1.00 數甲x2.00 物x2.00,24,251.80,---,---,---,---,---,---
0451,中原大學,機械工程學系,國x2.00 英x1.00 數甲x2.00 物x2.00 化x1.00,30,298.25,---,---,---,---,---,---
0452,中原大學,生物醫學工程學系,英x1.00 數甲x2.00 物x2.00 化x1.75,18,222.28,---,236.61,---,---,---,---
0453,中原大學,環境工程學系,國x2.00 英x1.50 數甲x1.00 物x1.00 化x2.00,8,295.10,---,---,---,---,---,---
0454,中原大學,電機資訊學院學士班,英x1.00 數甲x1.00 物x1.00,8,140.60,---,---,---,---,---,---
0455,中原大學,工業與系統工程學系工程組,國x1.00 英x1.00 數甲x1.00,13,129.30,---,---,---,---,---,---
0456,中原大學,工業與系統工程學系管理組,國x1.00 英x1.00 數乙x1.00,13,158.60,---,---,---,---,---,---
0457,中原大學,電子工程學系,英x1.00 數甲x1.00 物x1.00,18,135.25,---,---,---,---,---,---
0460,中原大學,資訊工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00,20,211.70,---,---,---,---,---,---
0461,中原大學,電機工程學系,英x1.00 數甲x1.00 物x1.00,18,150.45,---,---,---,---,---,---
0462,中原大學,企業管理學系服務業管理組,國x2.00 英x2.00 數乙x1.75 歷x1.00 地x1.00,8,411.00,---,---,---,---,---,---
0463,中原大學,企業管理學系高科技業管理組,國x1.75 英x2.00 數乙x2.00 歷x1.00 地x1.00,9,390.50,---,---,---,---,---,---
0464,中原大學,企業管理學系工商管理組,國x2.00 英x2.00 數乙x1.75 歷x1.00 地x1.00,24,398.00,英文57.00,---,---,---,---,---
0465,中原大學,國際經營與貿易學系,國x1.75 英x2.00 數乙x2.00,43,300.40,---,---,---,---,---,---
0466,中原大學,會計學系,國x1.75 英x2.00 數乙x2.00,30,334.90,---,---,---,---,---,---
0467,中原大學,資訊管理學系,國x1.75 英x2.00 數乙x2.00,19,347.70,---,---,---,---,---,---
0470,中原大學,財務金融學系,國x1.75 英x2.00 數乙x2.00 歷x1.00 地x1.00,22,468.80,---,---,---,---,---,---
0471,中原大學,財經法律學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 公x1.00,22,416.20,---,---,---,---,---,---
0472,中原大學,建築學系,國x1.75 英x1.75 數甲x2.00 物x1.00 化x1.00,9,425.80,---,---,---,---,---,---
0473,中原大學,室內設計學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x1.50,6,512.85,---,---,---,---,---,---
0474,中原大學,商業設計學系商業設計組,國x2.00 英x2.00 數乙x1.00 歷x1.50 地x1.00,16,402.25,---,---,---,---,---,---
0475,中原大學,商業設計學系產品設計組,國x2.00 英x2.00 數甲x1.00 物x1.00,12,238.90,---,---,---,---,---,---
0476,中原大學,地景建築學系,國x1.00 英x1.50 數乙x1.00 歷x2.00 地x2.00,9,436.93,---,---,---,---,---,---
0477,中原大學,特殊教育學系,國x1.50 英x1.50 數乙x1.50 歷x1.00,14,275.63,---,277.12,---,---,---,---
0500,中原大學,應用外國語文學系,國x1.50 英x2.00 歷x1.00 地x1.00,9,360.00,---,372.19,---,---,---,---
0501,中原大學,應用華語文學系,國x2.00 英x1.75 歷x1.25 地x1.00,15,319.98,---,---,---,---,---,---
0502,東海大學,中國文學系,國x2.00 英x1.75 歷x2.00,45,273.31,---,---,---,---,---,---
0503,東海大學,外國語文學系,國x1.25 英x2.00 歷x1.00,38,196.60,---,---,---,227.90,---,---
0504,東海大學,歷史學系,國x2.00 英x1.75 歷x2.00,24,296.21,歷史57.60,---,---,---,---,---
0505,東海大學,日本語言文化學系,國x1.75 英x2.00 歷x1.50,40,261.25,---,---,---,---,---,---
0506,東海大學,哲學系,國x2.00 英x1.50 數乙x1.00 歷x1.00 公x1.75,20,315.78,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
0510,東海大學,應用物理學系(B組),國x1.00 英x1.00 數乙x1.00,5,135.35,---,---,---,---,---,---
0511,東海大學,化學系化學組,英x1.50 數甲x1.50 物x1.00 化x2.00,13,165.40,---,---,---,---,---,---
0512,東海大學,化學系化學生物組(A組),英x1.50 數甲x1.50 物x1.00 化x2.00,5,160.50,---,---,---,---,---,---
0513,東海大學,化學系化學生物組(B組),英x1.50 數甲x1.00 化x2.00 生x1.50,6,200.43,---,---,---,---,---,---
0514,東海大學,生命科學系生物醫學組,國x1.00 英x2.00 化x1.50 生x2.00,16,265.60,---,---,---,---,---,---
0515,東海大學,生命科學系生態暨生物多樣性組,國x1.75 英x2.00 生x2.00,11,238.10,---,---,249.54,---,---,---
0516,東海大學,應用數學系(A組),國x1.75 英x1.75 數甲x2.00,11,175.45,---,---,---,---,---,---
0517,東海大學,應用數學系(B組),國x1.75 英x1.75 數乙x2.00,10,231.19,---,---,---,---,---,---
0520,東海大學,"化學工程與材料工程學系(製程及能源工程組)",英x1.00 數甲x2.00 物x1.50 化x2.00,6,179.80,---,---,---,---,---,---
0521,東海大學,化學工程與材料工程學系(材料工程組),國x1.00 英x1.00 數甲x1.50 物x2.00 化x2.00,8,233.95,---,---,---,---,---,---
0522,東海大學,化學工程與材料工程學系(生化工程組),國x1.00 英x1.00 數甲x2.00 化x1.25 生x2.00,9,230.45,數學甲28.00,---,---,---,---,---
0523,東海大學,"工業工程與經營資訊學系(智慧設計與生產組)",國x2.00 英x2.00 數甲x1.75,6,206.10,---,---,---,---,---,---
0524,東海大學,"工業工程與經營資訊學系(智慧經營與管理組)",國x2.00 英x2.00 數乙x1.75,15,248.70,---,---,---,---,---,---
0525,東海大學,環境科學與工程學系(自然A組),國x2.00 英x1.50 數甲x1.00 化x2.00,10,212.23,---,---,---,---,---,---
0526,東海大學,環境科學與工程學系(自然B組),國x2.00 英x1.50 數甲x1.00 生x2.00,12,231.88,---,---,---,---,---,---
0527,東海大學,資訊工程學系(資電工程組),英x2.00 數甲x2.00 物x1.50,19,205.30,---,---,---,---,---,---
0530,東海大學,資訊工程學系(人工智慧組),國x1.50 英x2.00 數甲x2.00,17,228.70,---,---,---,---,---,---
0531,東海大學,資訊工程學系(軟體工程組),國x1.50 英x2.00 數乙x2.00,14,290.60,---,---,---,---,---,---
0532,東海大學,電機工程學系,國x2.00 英x1.25 數甲x1.25,49,185.20,---,---,---,---,---,---
0533,東海大學,企業管理學系,國x1.75 英x2.00 數乙x1.75,70,226.40,---,---,---,---,---,---
0534,東海大學,國際經營與貿易學系,國x1.50 英x2.00 數乙x1.50,82,204.30,英文45.75,---,---,---,---,---
0535,東海大學,會計學系,國x1.50 英x1.50 數乙x1.00,54,193.08,---,---,---,---,---,---
0536,東海大學,財務金融學系,國x1.75 英x2.00 數乙x2.00,52,296.00,---,---,---,---,---,---
0537,東海大學,統計學系(巨量資料管理組),國x1.50 英x1.00 數甲x2.00,15,148.75,---,---,---,---,---,---
